,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,topic,problem,status,link
436,436,436,436,436,Dynamic Programming,Longest Common Substring,N,https://practice.geeksforgeeks.org/problems/longest-common-substring/0
437,437,437,437,437,Dynamic Programming,Count number of ways to reacha given score in a game,N,https://practice.geeksforgeeks.org/problems/reach-a-given-score/0
438,438,438,438,438,Dynamic Programming,Count Balanced Binary Trees of Height h,N,https://practice.geeksforgeeks.org/problems/bbt-counter/0
439,439,439,439,439,Dynamic Programming,LargestSum Contiguous Subarray [V>V>V>V IMP ],N,https://practice.geeksforgeeks.org/problems/kadanes-algorithm/0
440,440,440,440,440,Dynamic Programming,Smallest sum contiguous subarray,N,https://www.geeksforgeeks.org/smallest-sum-contiguous-subarray/
441,441,441,441,441,Dynamic Programming,Unbounded Knapsack (Repetition of items allowed),N,https://practice.geeksforgeeks.org/problems/knapsack-with-duplicate-items4201/1
442,442,442,442,442,Dynamic Programming,Word Break Problem,N,https://practice.geeksforgeeks.org/problems/word-break/0
443,443,443,443,443,Dynamic Programming,Largest Independent Set Problem,N,https://www.geeksforgeeks.org/largest-independent-set-problem-dp-26/
444,444,444,444,444,Dynamic Programming,Partition problem,N,https://practice.geeksforgeeks.org/problems/subset-sum-problem2014/1
445,445,445,445,445,Dynamic Programming,Longest Palindromic Subsequence,N,https://www.geeksforgeeks.org/longest-palindromic-subsequence-dp-12/
446,446,446,446,446,Dynamic Programming,Count All Palindromic Subsequence in a given String,N,https://practice.geeksforgeeks.org/problems/count-palindromic-subsequences/1
447,447,447,447,447,Dynamic Programming,Longest Palindromic Substring,N,https://leetcode.com/problems/longest-palindromic-substring/
448,448,448,448,448,Dynamic Programming,Longest alternating subsequence,N,https://practice.geeksforgeeks.org/problems/longest-alternating-subsequence/0
449,449,449,449,449,Dynamic Programming,Weighted Job Scheduling,N,https://www.geeksforgeeks.org/weighted-job-scheduling/
450,450,450,450,450,Dynamic Programming,Coin game winner where every player has three choices,N,https://www.geeksforgeeks.org/coin-game-winner-every-player-three-choices/
451,451,451,451,451,Dynamic Programming,Count Derangements (Permutation such that no element appears in its original position) [ IMPORTANT ],N,https://www.geeksforgeeks.org/count-derangements-permutation-such-that-no-element-appears-in-its-original-position/
452,452,452,452,452,Dynamic Programming,Maximum profit by buying and selling a share at most twice [ IMP ],N,https://www.geeksforgeeks.org/maximum-profit-by-buying-and-selling-a-share-at-most-twice/
453,453,453,453,453,Dynamic Programming,Optimal Strategy for a Game,Y,https://practice.geeksforgeeks.org/problems/optimal-strategy-for-a-game/0
454,454,454,454,454,Dynamic Programming,Optimal Binary Search Tree,N,https://www.geeksforgeeks.org/optimal-binary-search-tree-dp-24/
455,455,455,455,455,Dynamic Programming,Palindrome PartitioningProblem,N,https://practice.geeksforgeeks.org/problems/palindromic-patitioning4845/1
456,456,456,456,456,Dynamic Programming,Word Wrap Problem,N,https://practice.geeksforgeeks.org/problems/word-wrap/0
457,457,457,457,457,Dynamic Programming,Mobile Numeric Keypad Problem [ IMP ],N,https://practice.geeksforgeeks.org/problems/mobile-numeric-keypad5456/1
458,458,458,458,458,Dynamic Programming,Boolean Parenthesization Problem,N,https://practice.geeksforgeeks.org/problems/boolean-parenthesization/0
459,459,459,459,459,Dynamic Programming,Largest rectangular sub-matrix whose sum is 0,N,https://www.geeksforgeeks.org/largest-rectangular-sub-matrix-whose-sum-0/
460,460,460,460,460,Dynamic Programming,Largest area rectangular sub-matrix with equal number of 1’s and 0’s [ IMP ],N,https://www.geeksforgeeks.org/largest-area-rectangular-sub-matrix-equal-number-1s-0s/
461,461,461,461,461,Dynamic Programming,Maximum sum rectangle in a 2D matrix,N,https://practice.geeksforgeeks.org/problems/maximum-sum-rectangle/0
462,462,462,462,462,Dynamic Programming,Maximum profit by buying and selling a share at most k times,N,https://practice.geeksforgeeks.org/problems/maximum-profit4657/1
463,463,463,463,463,Dynamic Programming,Find if a string is interleaved of two other strings,N,https://practice.geeksforgeeks.org/problems/interleaved-strings/1
464,464,464,464,464,Dynamic Programming,Maximum Length of Pair Chain,N,https://leetcode.com/problems/maximum-length-of-pair-chain/
465,465,465,465,465,,,,
466,466,466,466,466,,,,
467,467,467,467,467,Bit Manipulation,Count set bits in an integer,N,https://practice.geeksforgeeks.org/problems/set-bits0143/1
468,468,468,468,468,Bit Manipulation,Find the two non-repeating elements in an array of repeating elements,N,https://practice.geeksforgeeks.org/problems/finding-the-numbers0215/1
469,469,469,469,469,Bit Manipulation,Count number of bits to be flipped to convert A to B,N,https://practice.geeksforgeeks.org/problems/bit-difference/0
470,470,470,470,470,Bit Manipulation,Count total set bits in all numbers from 1 to n,N,https://practice.geeksforgeeks.org/problems/count-total-set-bits/0
471,471,471,471,471,Bit Manipulation,Program to find whether a no is power of two,N,https://practice.geeksforgeeks.org/problems/power-of-2/0
472,472,472,472,472,Bit Manipulation,Find position of the only set bit,N,https://practice.geeksforgeeks.org/problems/find-position-of-set-bit3706/1
473,473,473,473,473,Bit Manipulation,Copy set bits in a range,N,https://www.geeksforgeeks.org/copy-set-bits-in-a-range/
474,474,474,474,474,Bit Manipulation,"Divide two integers without using multiplication, division and mod operator",N,https://www.geeksforgeeks.org/divide-two-integers-without-using-multiplication-division-mod-operator/
475,475,475,475,475,Bit Manipulation,"Calculate square of a number without using *, / and pow()",N,https://www.geeksforgeeks.org/calculate-square-of-a-number-without-using-and-pow/
476,476,476,476,476,Bit Manipulation,Power Set,N,https://practice.geeksforgeeks.org/problems/power-set4302/1
